Cod_InstitucionEjecutora|Cod_InstitucionEjecutora2|Institucion|NombreInstitucion|Institucion2|Direccion|DireccionInstitucion|DireccionProfesional|Ciudad|CiudadInstitucion|CiudadProfesional|PaisInstitucion|PaisProfesional|Tlf1Proyecto|Telefono1|Telefono2|FaxProyecto|Fax1Proyecto|Fax2Proyecto|EmailProyecto|Email|PaginaWeb|ApartadoAereo
175|175|Universidad  Autónoma GABRIEL RENE MORENO,  Dirección de Investigación e Interacción Social, Facultad de Ciencias Exactas y Tecnologías, Carrera de Ingeniería Petrolera|Universidad  Autónoma GABRIEL RENE MORENO,  Dirección de Investigación e Interacción Social, Facultad de Ciencias Exactas y Tecnologías, Carrera de Ingeniería Petrolera|Universidad Autonoma "Gabriel Rene Moreno", Facultad de Ciencias Agrícolas Carrera de Ingeniería Agronómico|Plaza 24 de Septiembre|Plaza 24 de Septiembre|Plaza 24 de Septiembre|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|(591) 3-3365533|(591) 3-3365533|(591) 3-3365544 |(591) 3-3365544 |(591) 3-3342160||||http://www.uagrm.edu.bo/|
175|175|Universidad  Autónoma GABRIEL RENE MORENO,  Dirección de Investigación e Interacción Social, Facultad de Ciencias Exactas y Tecnologías, Carrera de Ingeniería Petrolera|Universidad  Autónoma GABRIEL RENE MORENO,  Dirección de Investigación e Interacción Social, Facultad de Ciencias Exactas y Tecnologías, Carrera de Ingeniería Petrolera|Universidad Autonoma "Gabriel Rene Moreno", Facultad de Ciencias Agrícolas Carrera de Ingeniería Agronómico|Plaza 24 de Septiembre, Santa Cruz de la Sierra, |Plaza 24 de Septiembre, Santa Cruz de la Sierra, |Plaza 24 de Septiembre, Santa Cruz de la Sierra, |Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|(591) 3-3365533|(591) 3-3365533|(591) 3-3365544 |(591) 3-3365544 |(591) 3-3342160|||||
175|175|Universidad  Autónoma GABRIEL RENE MORENO,  Dirección de Investigación e Interacción Social, Facultad de Ciencias Exactas y Tecnologías, Carrera de Ingeniería Petrolera|Universidad  Autónoma GABRIEL RENE MORENO,  Dirección de Investigación e Interacción Social, Facultad de Ciencias Exactas y Tecnologías, Carrera de Ingeniería Petrolera|Universidad Autonoma "Gabriel Rene Moreno", Facultad de Ciencias Exactas y Tecnología, Carrera: Ingeniería Petrolera|Av. Irala 565, Edif. UAGRM, 3er. piso|Av. Irala 565, Edif. UAGRM, 3er. piso|Av. Irala 565, Edif. UAGRM, 3er. piso|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|(591) 3-3365533|(591) 3-3365533|||(591) 3-3342160||||http://www.uagrm.edu.bo/|Casilla 3184
175|175|Universidad  Autónoma GABRIEL RENE MORENO,  Dirección de Investigación e Interacción Social, Facultad de Ciencias Exactas y Tecnologías, Carrera de Ingeniería Petrolera|Universidad  Autónoma GABRIEL RENE MORENO,  Dirección de Investigación e Interacción Social, Facultad de Ciencias Exactas y Tecnologías, Carrera de Ingeniería Petrolera|Universidad Autonoma "Gabriel Rene Moreno", Facultad de Ciencias Exactas y Tecnología, Carrera: Ingeniería Petrolera|Plaza 24 de Septiembre|Plaza 24 de Septiembre|Plaza 24 de Septiembre|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|(591) 3-3365533|(591) 3-3365533|(591) 3-3365544 |(591) 3-3365544 |(591) 3-3342160||||http://www.uagrm.edu.bo/|
175|175|Universidad  Autónoma GABRIEL RENE MORENO,  Dirección de Investigación e Interacción Social, Facultad de Ciencias Exactas y Tecnologías, Carrera de Ingeniería Petrolera|Universidad  Autónoma GABRIEL RENE MORENO,  Dirección de Investigación e Interacción Social, Facultad de Ciencias Exactas y Tecnologías, Carrera de Ingeniería Petrolera|Universidad Autonoma "Gabriel Rene Moreno", Facultad de Ciencias Exactas y Tecnología, Carrera: Ingeniería Petrolera|Plaza 24 de Septiembre, Santa Cruz de la Sierra, |Plaza 24 de Septiembre, Santa Cruz de la Sierra, |Plaza 24 de Septiembre, Santa Cruz de la Sierra, |Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|(591) 3-3365533|(591) 3-3365533|(591) 3-3365544 |(591) 3-3365544 |(591) 3-3342160|||||
175|175|Universidad  Autónoma GABRIEL RENE MORENO, Facultad de Ciencias Agrícolas, Carrera de Ingeniería Agronómica|Universidad  Autónoma GABRIEL RENE MORENO, Facultad de Ciencias Agrícolas, Carrera de Ingeniería Agronómica|Universidad Autonoma "Gabriel Rene Moreno", Dirección de Investigación e Iteracción Social, Facultad de Ciencias Exactas y Tecnología, Carrera de Ingeniería Petrolera|Plaza 24 de Septiembre, Santa Cruz de la Sierra|Plaza 24 de Septiembre, Santa Cruz de la Sierra|Plaza 24 de Septiembre, Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|(591) 3-3365533|(591) 3-3365533|(591) 3-3365544 |(591) 3-3365544 |(591) 3-3342160||||http://www.uagrm.edu.bo/|
175|175|Universidad  Autónoma GABRIEL RENE MORENO, Facultad de Ciencias Agrícolas, Carrera de Ingeniería Agronómica|Universidad  Autónoma GABRIEL RENE MORENO, Facultad de Ciencias Agrícolas, Carrera de Ingeniería Agronómica|Universidad Autonoma "Gabriel Rene Moreno", Facultad de Ciencias Agrícolas Carrera de Ingeniería Agronómico|Plaza 24 de Septiembre, Santa Cruz de la Sierra|Plaza 24 de Septiembre, Santa Cruz de la Sierra|Plaza 24 de Septiembre, Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|(591) 3-3365533|(591) 3-3365533|(591) 3-3365544 |(591) 3-3365544 |(591) 3-3342160||||http://www.uagrm.edu.bo/|
175|175|Universidad  Autónoma GABRIEL RENE MORENO, Facultad de Ciencias Agrícolas, Carrera de Ingeniería Agronómica|Universidad  Autónoma GABRIEL RENE MORENO, Facultad de Ciencias Agrícolas, Carrera de Ingeniería Agronómica|Universidad Autonoma "Gabriel Rene Moreno", Facultad de Ciencias Exactas y Tecnología, Carrera: Ingeniería Petrolera|Plaza 24 de Septiembre, Santa Cruz de la Sierra|Plaza 24 de Septiembre, Santa Cruz de la Sierra|Plaza 24 de Septiembre, Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|(591) 3-3365533|(591) 3-3365533|(591) 3-3365544 |(591) 3-3365544 |(591) 3-3342160||||http://www.uagrm.edu.bo/|
176|176|CERAM - Casa de Energias Renováveis na Amazônia |CERAM - Casa de Energias Renováveis na Amazônia |CERAM - Casa de Energia Renováveis na Amazônia|Escola Técnica Federal do Pará - Av Almirante Barroso, 1155 Pavilhão S Sala 04|Escola Técnica Federal do Pará - Av. Almirante Barroso, 1155 Pavilhão S Sala 04|CERAM - Casa de Energias Renováveis na Amazônia:     Escola Técnica Federal do Pará - Av Almirante Barroso, 1155 Pavilhão S Sala 04|Belém (Pará)|Belém (Pará)|Belém (Pará)|Brasil|Brasil|55-91/ 246.96.98|55-91/ 246.96.98|55-91/ 984.83.98|55-91/ 984.83.98|||energia@etfpa.br ; emilio@guama.cpgee.ufpa.br|energia@etfpa.br ; emilio@guama.cpgee.ufpa.br||
176|176|CERAM - Casa de Energias Renováveis na Amazônia |CERAM - Casa de Energias Renováveis na Amazônia |CERAM - Casa de Energia Renováveis na Amazônia|Escola Técnica Federal do Pará - Av. Almirante Barroso n.º 1155 Pavilhão S - Sala 04, CERAM|Escola Técnica Federal do Pará - Av. Almirante Barroso n.º 1155 Pavilhão S - Sala 04, CERAM|Escola Técnica Federal do Pará - Av. Almirante Barroso n.º 1155 Pavilhão S - Sala 04, CERAM|Belém (Pará)|Belém (Pará)|Belém (Pará)|Brasil|Brasil|55-91/ 246.96.98|55-91/ 246.96.98|||55-91/ 246.96.98||energia@etfpa.br|energia@etfpa.br|http://www.portal.ufpa.br/|66.093-020
176|176|CERAM - Casa de Energias Renováveis na Amazônia |CERAM - Casa de Energias Renováveis na Amazônia |CERAM - Casa de Energias Renováveis na Amazônia|Escola Técnica Federal do Pará - Av Almirante Barroso, 1155 Pavilhão S Sala 04|Escola Técnica Federal do Pará - Av. Almirante Barroso, 1155 Pavilhão S Sala 04|CERAM - Casa de Energias Renováveis na Amazônia:     Escola Técnica Federal do Pará - Av Almirante Barroso, 1155 Pavilhão S Sala 04|Belém (Pará)|Belém (Pará)|Belém (Pará)|Brasil|Brasil|55-91/ 246.96.98|55-91/ 246.96.98|55-91/ 984.83.98|55-91/ 984.83.98|||energia@etfpa.br ; emilio@guama.cpgee.ufpa.br|energia@etfpa.br ; emilio@guama.cpgee.ufpa.br||
176|176|CERAM - Casa de Energias Renováveis na Amazônia |CERAM - Casa de Energias Renováveis na Amazônia |CERAM - Casa de Energias Renováveis na Amazônia|Escola Técnica Federal do Pará - Av. Almirante Barroso n.º 1155 Pavilhão S - Sala 04, CERAM|Escola Técnica Federal do Pará - Av. Almirante Barroso n.º 1155 Pavilhão S - Sala 04, CERAM|Escola Técnica Federal do Pará - Av. Almirante Barroso n.º 1155 Pavilhão S - Sala 04, CERAM|Belém (Pará)|Belém (Pará)|Belém (Pará)|Brasil|Brasil|55-91/ 246.96.98|55-91/ 246.96.98|||55-91/ 246.96.98||energia@etfpa.br|energia@etfpa.br|http://www.portal.ufpa.br/|66.093-020
176|176|CERAM - Casa de Energias Renováveis na Amazônia |CERAM - Casa de Energias Renováveis na Amazônia |TERMOSOL|Escola Técnica Federal do Pará - Av Almirante Barroso, 1155 Pavilhão S Sala 04|Escola Técnica Federal do Pará - Av. Almirante Barroso, 1155 Pavilhão S Sala 04|CERAM - Casa de Energias Renováveis na Amazônia:     Escola Técnica Federal do Pará - Av Almirante Barroso, 1155 Pavilhão S Sala 04|Belém (Pará)|Belém (Pará)|Belém (Pará)|Brasil|Brasil|55-91/ 246.96.98|55-91/ 246.96.98|55-91/ 984.83.98|55-91/ 984.83.98|||energia@etfpa.br ; emilio@guama.cpgee.ufpa.br|energia@etfpa.br ; emilio@guama.cpgee.ufpa.br||
176|176|CERAM - Casa de Energias Renováveis na Amazônia |CERAM - Casa de Energias Renováveis na Amazônia |TERMOSOL|Escola Técnica Federal do Pará - Av. Almirante Barroso n.º 1155 Pavilhão S - Sala 04, CERAM|Escola Técnica Federal do Pará - Av. Almirante Barroso n.º 1155 Pavilhão S - Sala 04, CERAM|Escola Técnica Federal do Pará - Av. Almirante Barroso n.º 1155 Pavilhão S - Sala 04, CERAM|Belém (Pará)|Belém (Pará)|Belém (Pará)|Brasil|Brasil|55-91/ 246.96.98|55-91/ 246.96.98|||55-91/ 246.96.98||energia@etfpa.br|energia@etfpa.br|http://www.portal.ufpa.br/|66.093-020
176|176|TERMOSOL|TERMOSOL|CERAM - Casa de Energia Renováveis na Amazônia|Av. Alemana, 4to anillo|Av. Alemana, 4to anillo|Av. Alemana, 4to anillo|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|  626 84 84 73|  626 84 84 73||||| info@termosol.com| info@termosol.com|http://termosol.com|
176|176|TERMOSOL|TERMOSOL|CERAM - Casa de Energias Renováveis na Amazônia|Av. Alemana, 4to anillo|Av. Alemana, 4to anillo|Av. Alemana, 4to anillo|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|  626 84 84 73|  626 84 84 73||||| info@termosol.com| info@termosol.com|http://termosol.com|
176|176|TERMOSOL|TERMOSOL|TERMOSOL|Av. Alemana, 4to anillo|Av. Alemana, 4to anillo|Av. Alemana, 4to anillo|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|  626 84 84 73|  626 84 84 73||||| info@termosol.com| info@termosol.com|http://termosol.com|
177|177|BATEBOL LTDA.|BATEBOL LTDA.|BATEBOL LTDA.|Parque Industrial P.I. 4 |Parque Industrial P.I. 4 |Parque Industrial P.I. 4 |Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|No Disponible|Bolivia|(591-3) 3461370 |(591-3) 3461370 |||591-3) 3462406 | (591-3) 3334257 |||http://www.batebol.com|
178|178|ENERSOL S.R.L.|ENERSOL S.R.L.|ENERSOL, S.R.L.|AV. Grigotá N º 4150 entre 4to y 5to. Anillo|AV. Grigotá N º 4150 entre 4to y 5to. Anillo|AV. Grigotá N º 4150 entre 4to y 5to.|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Santa Cruz de la Sierra|Bolivia|Bolivia|591 33552828|591 33552828|||591 33584077|| info@enersol-sa.com| info@enersol-sa.com|http://www.enersol-sa.com|Casilla 1341
183|183|Junta de Acción Comunal de Barrancominas|Junta de Acción Comunal de Barrancominas|Junta de Acción Comunal de Barrancominas (Guainía, Colombia)|San José, Resguardo Medio-Río Guainía|San José, Resguardo Medio-Río Guainía|San José, Resguardo Medio-Río Guainía|San José, Departamento de Guainía|San José (Depto. Guainía)|San José (Depto. Guainía)|Colombia|Colombia|57-9816/ 62.036|57-9816/ 62.036|||57-9816/ 56.112|||||
184|184|OIKOS- CORPORACION DE GESTION TECNOLOGICA Y CIENTIFICA SOBRE EL AMBIENTE|CORPORACION DE GESTION TECNOLOGICA Y CIENTIFICA SOBRE EL AMBIENTE|CORPORACION DE GESTION TECNOLOGICA Y CIENTIFICA SOBRE EL AMBIENTE|Luxemburgo # 172 y Holanda. Casilla 17-16-1017|Luxemburgo # 172 y Holanda.   |Luxemburgo # 172 y Holanda. |Quito|Quito|Quito|Ecuador|Ecuador|593-2-242524|593-2-242524|593-2-461595|593-2-461595|593 2 461212||oikos@uio.satnet.net|oikos@uio.satnet.net|http://www.p2pays.org/ref/20/19252.pdf|Casilla 17-16-1017
187||GLOBAL  WATER PARTNERSHIP|GLOBAL  WATER PARTNERSHIP||Apartado Postal: 4252 Tegucigalpa, M.D.C.c/o Fundación Vida.Colonia Rubén Darío, Avenida Las MinitasCasa 322, Frente a Fundación BANHCAFÉ| Fundación Vida.  Colonia Rubén Darío, Avenida Las Minitas  Casa 322, Frente a Fundación BANHCAFÉ  Tegucigalpa, Honduras       Apartado Postal: 4252 Tegucigalpa, M.D.C. Honduras Dirección: c/o Fundación Vida Colonia Rubén Darío, Avenida Las Minitas Casa 322, Frente a Fundación BANHCAFÉ  |Fundación Vida.  Colonia Rubén Darío, Avenida Las Minitas  Casa 322, Frente a Fundación BANHCAFÉ  Tegucigalpa, Honduras  |Tegucigalpa|Tegucigalpa|Tegucigalpa|Honduras|Honduras|(504) 232-0052|(504) 232-0052||(504) 232-0052|||ftabora@gwpcentroamerica.org|ftabora@gwpcentroamerica.org|| 4252 Tegucigalpa, M.D.C.  Honduras
199|199|PRAIA/ FIDA/CAF (Programa Regional/ Fondo Internacional de Desarrollo Agrícola/ Corporación Andina de Fomento)                                                                                                                                                    |PRAIA/ FIDA/CAF (Programa Regional/ Fondo Internacional de Desarrollo Agrícola/ Corporación Andina de Fomento)                                                                                                                                          |PRAIA - Programa Regional de Apoyo a Pueblos Indígenas de la Cuenca del Amazonas|Calle Campos No. 334 esquina 6 de Agosto, Edificio J. Iturri, piso 13-b|Calle Campos No. 334 esquina 6 de Agosto, Edificio J. Iturri, piso 13-b|Calle Campos No. 334 esquina 6 de Agosto, Edificio J. Iturri, piso 13-b|La Paz|La Paz|La Paz|Bolivia|Bolivia|591-2/ 43.31.46|591-2/ 43.31.46|591- 081/ 13.884|591- 0811.38.84|591-2/ 43.31.46||fida-caf@aip.rds.org.bo|fida-caf@aip.rds.org.bo||
2|2|CEPAL- COMISION ECONOMICA PARA AMERICA LATINA Y EL CARIBE|CEPAL -COMISION ECONOMICA PARA AMERICA LATINA Y EL CARIBE|CEPAL_COMISION ECONOMICA PARA AMERICA LATINA Y EL CARIBE|Av. Dag Hammarskjöld 3477 Vitacura, Santiago de Chile|Av. Dag Hammarskjöld 3477 Vitacura, Santiago de Chile|Av. Dag Hammarskjöld 3477 Vitacura|Port of Spain|Santiago de Chile|Santiago de Chile|Chile|Chile|(56-2) 471-2000|(56-2) 471-2000||(56-2) 210-2000|(56-2) 208-0252||secepa@lcepal.org|secepa@lcepal.org|www.eclac.org|Casilla 179-D, Santiago de Chile
205|205|PREDES-CENTRO DE ESTUDIOS Y PREVENCION DE DESASTRES|PREDES-CENTRO DE ESTUDIOS Y PREVENCION DE DESASTRE|PREDES_CENTRO DE ESTUDIOS Y PREVENCION DE DESASTRES|Calle Martín de Porres 159 - 161 - San Isidro - Lima 27 |Calle Martín de Porres 159 - 161 - San Isidro - Lima 27 |Calle Martín de Porres 159 - 161 - San Isidro - Lima 27 |Lima|Lima|Lima|No Disponible|Perú|(511) 221 0251|(511) 221 0251||(511) 442 3410 |(511) 222 0762 ||postmast@predes.org.pe|postmast@predes.org.pe|www.predes.org.pe|
213|213|Salud sin Límites|Salud sin Límites|SALUD SIN LIMITES|Ugarte y Moscoso 450, Oficina 601, Magdalena,|Ugarte y Moscoso 450, Oficina 601, Magdalena|Ugarte y Moscoso 450, Oficina 601, Magdalena|Lima|Lima|Lima|Perú|Perú|(+51) 1 261-5684 |(511) 2615684|||(+51) 1 261-5684 ||informes@saludsinlimitesperu.org.pe |informes@saludsinlimitesperu.org.pe |http://www.saludsinlimitesperu.org.pe |
218|218|LA AGENCIA CATALANA DE COOPERACION AL DESENVOLUPAMENT - Movimiento Mundial por los Bosques|LA AGENCIA CATALANA DE COOPERACION AL DESENVOLUPAMENT|LA AGENCIA CATALANA DE COOPERACION AL DESENVOLUPAMENT||Via Laietana, 14. 08003 Barcelona|Maldonado 1858, Montevideo|Quito|Barcelona||España|Uruguay|93 567 64 00|93 567 64 00|||93 567 64 07||||http://www.gencat.cat/cooperacioexterior/cooperacio/index.htm|
220|220|SUECA SKANSKA |UN CASO DE IMPUNIDAD AMBIENTAL|SUECA SKANSKA|||Acción ecológica|Quito||Quito|USA|Ecuador|+1 678 460 2627|+1 678 460 2627|||||||http://www.skanska.com|
246|246|CENTRO ECOLOGICO Y GENERO|CENTRO ECOLOGICO Y GENERO|CENTRO ECOLOGICO Y GENERO|AV. UNIÓN Nº 122 Urb. Santa Elena Chiclayo|AV. UNIÓN Nº 122 Urb. Santa Elena Chiclayo|AV. UNIÓN Nº 122 Urb. Santa Elena Chiclayo|PACORA|Pacora|Pacora|Perú|Perú|074-203922 |074-203922 |||074-9775567||centroeco@centroeco-peru.org |centroeco@centroeco-peru.org |www.centroeco-peru.org|
248|248|CODENPE-CONSEJO DE DESARROLLO DE PUEBLOS DEL ECUADOR|CODEMPE-CONSEJO DE DESARROLLO DE PUEBLOS DEL ECUADOR|CODENPE_ CONSEJO DE DESARROLLO DE PUEBLOS DEL ECUADOR|García Moreno N 5-48 (1150) y Chile|García Moreno N 5-48 (1150) y Chile|García Moreno N 5-48 (1150) y Chile|Quito|Quito|Quito|Ecuador|Ecuador|(593) 02 2581319|(593) 02 2581319|||(593) 02 2581361 ||pueblos@codenpe.gov.ec|pueblos@codenpe.gov.ec| www.codenpe.gov.ec |
248|248|CODENPE-CONSEJO DE DESARROLLO DE PUEBLOS DEL ECUADOR|CODEMPE-CONSEJO DE DESARROLLO DE PUEBLOS DEL ECUADOR|CONSEJO DE DESARRROLLO DE LAS NACIONALIDADES Y PUEBLOS DEL ECUADOR - CODENPE|García Moreno N 5-48 (1150) y Chile|García Moreno N 5-48 (1150) y Chile|García Moreno N 5-48 (1150) y Chile|Quito|Quito|Quito|Ecuador|Ecuador|(593) 02 2581319|(593) 02 2581319|||(593) 02 2581361 ||pueblos@codenpe.gov.ec|pueblos@codenpe.gov.ec| www.codenpe.gov.ec |
248|248|CONSEJO DE DESARRROLLO DE LAS NACIONALIDADES Y PUEBLOS DEL ECUADOR - CODENPE|CONSEJO DE DESARRROLLO DE LAS NACIONALIDADES Y PUEBLOS DEL ECUADOR - CODENPE|CODENPE_ CONSEJO DE DESARROLLO DE PUEBLOS DEL ECUADOR| García Moreno N5-48 entre Chile y Mejia |García Moreno N5-48 entre Chile y Mejia |García Moreno  N5-48 entre Chile y Mejia |Quito|Quito|Quito|Ecuador|Ecuador|2581319|2581319|||2581361 ||pueblos@codenpe.gov.ec|pueblos@codenpe.gov.ec|http://www.codenpe.gov.ec/|
248|248|CONSEJO DE DESARRROLLO DE LAS NACIONALIDADES Y PUEBLOS DEL ECUADOR - CODENPE|CONSEJO DE DESARRROLLO DE LAS NACIONALIDADES Y PUEBLOS DEL ECUADOR - CODENPE|CODENPE_ CONSEJO DE DESARROLLO DE PUEBLOS DEL ECUADOR|Garcia Moreno N5-48 entre Chile y Mejia |Garcia Moreno N5-48 entre Chile y Mejia |Garcia Moreno N5-48 entre Chile y Mejia|Quito|Quito|Quito|Ecuador|Ecuador|(593) 02 2581319 |(593) 02 2581319 ||(593) - 2581600 |||pueblos@codenpe.gov.ec|pueblos@codenpe.gov.ec|http://www.codenpe.gov.ec/|
248|248|CONSEJO DE DESARRROLLO DE LAS NACIONALIDADES Y PUEBLOS DEL ECUADOR - CODENPE|CONSEJO DE DESARRROLLO DE LAS NACIONALIDADES Y PUEBLOS DEL ECUADOR - CODENPE|CONSEJO DE DESARRROLLO DE LAS NACIONALIDADES Y PUEBLOS DEL ECUADOR - CODENPE| García Moreno N5-48 entre Chile y Mejia |García Moreno N5-48 entre Chile y Mejia |García Moreno  N5-48 entre Chile y Mejia |Quito|Quito|Quito|Ecuador|Ecuador|2581319|2581319|||2581361 ||pueblos@codenpe.gov.ec|pueblos@codenpe.gov.ec|http://www.codenpe.gov.ec/|
248|248|CONSEJO DE DESARRROLLO DE LAS NACIONALIDADES Y PUEBLOS DEL ECUADOR - CODENPE|CONSEJO DE DESARRROLLO DE LAS NACIONALIDADES Y PUEBLOS DEL ECUADOR - CODENPE|CONSEJO DE DESARRROLLO DE LAS NACIONALIDADES Y PUEBLOS DEL ECUADOR - CODENPE|Garcia Moreno N5-48 entre Chile y Mejia |Garcia Moreno N5-48 entre Chile y Mejia |Garcia Moreno N5-48 entre Chile y Mejia|Quito|Quito|Quito|Ecuador|Ecuador|(593) 02 2581319 |(593) 02 2581319 ||(593) - 2581600 |||pueblos@codenpe.gov.ec|pueblos@codenpe.gov.ec|http://www.codenpe.gov.ec/|
25|25|CEDEPAS-EL  CENTRO  ECUMENICO DE PROMOCION  Y ACCION SOCIAL|CEDEPAS-EL  CENTRO  ECUMENICO DE PROMOCION  Y ACCION SOCIAL|CEDEPAS_EL  CENTRO  ECUMENICO DE PROMOCION  Y ACCION SOCIAL|Los Corales 289, Urb. Santa Inés, Aptdo. 461|Los Corales 289, Urb. Santa Inés, Aptdo. 461  |Los Corales 289, Urb. Santa Inés, Aptdo. 461  |LIMA|LIMA|LIMA|Perú|Perú|044 291651 |044 291651|||044 205809||cedepas@cedepas.org.pe|cedepas@cedepas.org.pe|www.cedepas.org.pe|
250|250|ORGANIZACION INTERNACIONAL PARA LAS MIGRACIONES - OIM|ORGANIZACION INTERNACIONAL PARA LAS MIGRACIONES - OIM|ORGANIZACION INTERNACIONAL PARA LAS MIGRACIONES - OIM|Av. El Parque y Alonso de Torres. Edificio Galerías del Bosque, 2do piso |Av. El Parque y Alonso de Torres. Edificio Galerías del Bosque, 2do piso |Av. El Parque y Alonso de Torres. Edificio Galerías del Bosque, 2do piso |Quito|Quito|Quito|Ecuador|Ecuador|+593 02 225 39 48|+593 02 225 39 48|||||||http://www.iom.int|Apartado Postal 17  17-1658
251|251|FUNDACION INDIO-HILFE |FUNDACION INDIO-HILFE |FUNDACION INDIO-HILFE|Calle Gonzales Suarez y Cacique Nayapi esquina|Calle Gonzales Suarez y Cacique Nayapi esquina|Calle Gonzales Suarez y Cacique Nayapi esquina|Puyo / Pastaza|Puyo / Pastaza|Puyo / Pastaza|Ecuador|Ecuador|00593-3-288 68 86|00593-3-288 68 86|||00593-3-288 58 88||indiohilfe@yahoo.com|indiohilfe@yahoo.com|http://www.indiohilfe.de|
254||Municipio de Nangaritza |Municipio de Nangaritza |||Agustín Guerrero E5-24 y José María Ayora|Agustín Guerrero E5-24 y José María Ayora|Nangaritza |Nangaritza|Nangaritza|No Disponible|Ecuador|(593-2) 246-9796 |(593-2) 246-9796 |(593-2) 227-4949|(593-2) 227-4949| ||webmaster@ame.gov.ec|webmaster@ame.gov.ec|http://www.ame.gov.ec/|
256|256|MUNICIPIO DE PAQUISHA|MUNICIPIO DE PAQUISHA|MUNICIPIO DE PAQUISHA|Centro del Cantón |Centro del Cantón |Centro del Cantón | Paquisha|Paquisha|Paquisha|Ecuador|Ecuador|04 2526 969 |04 2526 969 |||04 2526 969 ||info@municipiopaquisha.gov.ec |info@municipiopaquisha.gov.ec |http://www.municipiopaquisha.gov.ec |
258|258|SINCHI - Instituto Amazónico de Investigaciones Científicas |SINCHI - Instituto Amazónico de Investigaciones Científicas |SINCHI - Instituto Amazónico de Investigaciones Científicas|Calle  20 # 5-44|Calle  20 # 5-44|SINCHI - Instituto Amazónico de Investigaciones Científicas :    Calle  20 # 5-44|Santa Fe de Bogotá|Santa Fé de Bogotá|Santa Fé de Bogotá|Colombia|Colombia|57-1/ 283.67.55 Conm.|57-1/ 283.67.55 Conm.|||57-1/ 281.16.17||sasinchi@col1.telecom.com.co|sasinchi@col1.telecom.com.co||
26|26|MINISTERIO DE AMBIENTE Y VIVIENDA Y DESARROLLO TERRITORIAL|MINISTERIO DE AMBIENTE Y VIVIENDA Y DESARROLLO TERRITORIAL|MINISTERIO DE AMBIENTE Y VIVIENDA Y DESARROLLO TERRITORIAL|Calle 37 No. 8-40 Bogotá, D.C.|Calle 37 No. 8-40 Bogotá, D.C.  |Calle 37 No. 8-40 Bogotá, D.C.  |Bogotá|Bogotá|Bogotá|Colombia|Colomia|(57-1) 3323434|(57-1) 3323434|(57-1) 3323400|(57-1) 3323400|||correspondencia@minambiente.gov.co |correspondencia@minambiente.gov.co |www.minambiente.gov.co|
27|27|DEPARTAMENTO DE AGUAS Y ENERGIA ELECTRICAD - DAEE |DEPARTAMENTO DE AGUAS Y ENERGIA ELECTRICA|DEPARTAMENTO DE AGUAS Y ENERGIA ELECTRICA - DAEE|Calle Butantã, 285, piso 5 - Pinheiros |Calle Butantã, 285, piso 5 - Pinheiros |Calle Butantã, 285, piso 5 - Pinheiros | São Paulo| São Paulo| São Paulo|Brasil|Brasil|(11) 3814-9011 |(11) 3814-9011 ||(11) 3813-9055  | (11) 3812-2623 ||gmmelo@sp.gov.br|gmmelo@sp.gov.br|http://www.daee.sp.gov.br/|
28|28|MINERA YANACOCHA S.R.L|GESTION DEL AGUA EN YANACOCHA|MINERA YANACOCHA S.R.L|Av. Avenida Camino Real #348|Av. Avenida Camino Real #348|Av. Avenida Camino Real #348|San Isdro|San Isdro|San Isdro|Perú|Perú|2152600|2152600|2152621|2152621|2152629||||http://www.creditosperu.com.pe/pp-minera-yanacocha-s-r-l.php|
29|29|UNIVERSIDAD DE LOS ANDES|UNIVERSIDAD DE LOS ANDES|UNIDERSIDAD DE LOS ANDES||UNIVERSIDAD DE LOS ANDES|UNIVERSIDAD DE LOS ANDES|Merida|MERIDA|Merida|VENEZUELA|Venezuela|58- 0274 - 2403960|58- 0274 - 2403960|58- 0274 -2401851|58- 0274 -2401851|||mariaihernandes50@hotmail.com|mariaihernandes50@hotmail.com, fermenta@ula.ve|http://www.ula.ve|
